id,active_electric_energy,date,floor,total_apparent_power,MAC,Device
8601826,3685.081,2025-11-14 04:13:17.587249731,1,1.733,03:08:DC:AB:CD:EF,PWR_03
8601827,3685.081,2025-11-14 04:13:20.637964598,1,1.56,03:08:DC:AB:CD:EF,PWR_03
8601828,3685.081,2025-11-14 04:13:23.357685625,1,1.567,03:08:DC:AB:CD:EF,PWR_03
8601829,3685.082,2025-11-14 04:13:26.284941626,1,1.555,03:08:DC:AB:CD:EF,PWR_03
8601830,3685.083,2025-11-14 04:13:29.190597602,1,1.559,03:08:DC:AB:CD:EF,PWR_03
8601831,3685.083,2025-11-14 04:13:31.894542585,1,1.543,03:08:DC:AB:CD:EF,PWR_03
8601832,3685.085,2025-11-14 04:13:34.929680067,1,1.588,03:08:DC:AB:CD:EF,PWR_03
8601833,3685.085,2025-11-14 04:13:37.643854598,1,1.586,03:08:DC:AB:CD:EF,PWR_03
8601834,3685.085,2025-11-14 04:13:40.559555057,1,1.584,03:08:DC:AB:CD:EF,PWR_03
8601835,3685.089,2025-11-14 04:13:43.608854339,1,1.58,03:08:DC:AB:CD:EF,PWR_03
8601836,3685.089,2025-11-14 04:13:46.291985162,1,1.557,03:08:DC:AB:CD:EF,PWR_03
8601837,3685.089,2025-11-14 04:13:49.241884514,1,1.555,03:08:DC:AB:CD:EF,PWR_03
8601838,3685.089,2025-11-14 04:13:52.029651192,1,1.559,03:08:DC:AB:CD:EF,PWR_03
8601839,3685.092,2025-11-14 04:13:54.729056560,1,1.561,03:08:DC:AB:CD:EF,PWR_03
8601840,3685.094,2025-11-14 04:13:57.788698074,1,1.575,03:08:DC:AB:CD:EF,PWR_03
8601841,3685.094,2025-11-14 04:14:00.646051395,1,1.536,03:08:DC:AB:CD:EF,PWR_03
8601842,3685.096,2025-11-14 04:14:03.203217577,1,1.571,03:08:DC:AB:CD:EF,PWR_03
8601843,3685.097,2025-11-14 04:14:06.294164085,1,1.549,03:08:DC:AB:CD:EF,PWR_03
8601844,3685.097,2025-11-14 04:14:09.017749001,1,1.552,03:08:DC:AB:CD:EF,PWR_03
8601845,3685.097,2025-11-14 04:14:11.868446274,1,1.558,03:08:DC:AB:CD:EF,PWR_03
8601846,3685.099,2025-11-14 04:14:14.750392575,1,1.566,03:08:DC:AB:CD:EF,PWR_03
8601847,3685.099,2025-11-14 04:14:17.731749072,1,1.553,03:08:DC:AB:CD:EF,PWR_03
8601848,3685.101,2025-11-14 04:14:20.532628375,1,1.561,03:08:DC:AB:CD:EF,PWR_03
8601849,3685.102,2025-11-14 04:14:23.548437275,1,1.544,03:08:DC:AB:CD:EF,PWR_03
8601850,3685.102,2025-11-14 04:14:26.213233182,1,1.564,03:08:DC:AB:CD:EF,PWR_03
8601851,3685.102,2025-11-14 04:14:28.955704671,1,1.542,03:08:DC:AB:CD:EF,PWR_03
8601852,3685.104,2025-11-14 04:14:32.127110084,1,1.545,03:08:DC:AB:CD:EF,PWR_03
8601853,3685.106,2025-11-14 04:14:34.964846260,1,1.564,03:08:DC:AB:CD:EF,PWR_03
8601854,3685.106,2025-11-14 04:14:37.899166316,1,1.554,03:08:DC:AB:CD:EF,PWR_03
8601855,3685.106,2025-11-14 04:14:40.595112294,1,1.551,03:08:DC:AB:CD:EF,PWR_03
8601856,3685.109,2025-11-14 04:14:43.284806664,1,1.557,03:08:DC:AB:CD:EF,PWR_03
8601857,3685.109,2025-11-14 04:14:46.147339819,1,1.542,03:08:DC:AB:CD:EF,PWR_03
8601858,3685.109,2025-11-14 04:14:48.948831093,1,1.539,03:08:DC:AB:CD:EF,PWR_03
8601859,3685.109,2025-11-14 04:14:52.096862715,1,1.54,03:08:DC:AB:CD:EF,PWR_03
8601860,3685.112,2025-11-14 04:14:54.838172712,1,1.561,03:08:DC:AB:CD:EF,PWR_03
8601861,3685.112,2025-11-14 04:14:57.818184601,1,1.589,03:08:DC:AB:CD:EF,PWR_03
8601862,3685.112,2025-11-14 04:15:00.754240125,1,1.59,03:08:DC:AB:CD:EF,PWR_03
8601863,3685.112,2025-11-14 04:15:03.724712302,1,1.605,03:08:DC:AB:CD:EF,PWR_03
8601864,3685.116,2025-11-14 04:15:06.604670992,1,1.591,03:08:DC:AB:CD:EF,PWR_03
8601865,3685.116,2025-11-14 04:15:09.305867876,1,1.572,03:08:DC:AB:CD:EF,PWR_03
8601866,3685.116,2025-11-14 04:15:12.317595768,1,1.561,03:08:DC:AB:CD:EF,PWR_03
8601867,3685.118,2025-11-14 04:15:15.064359015,1,1.563,03:08:DC:AB:CD:EF,PWR_03
8601868,3685.119,2025-11-14 04:15:18.053386339,1,1.545,03:08:DC:AB:CD:EF,PWR_03
8601869,3685.119,2025-11-14 04:15:20.850463156,1,1.573,03:08:DC:AB:CD:EF,PWR_03
8601870,3685.12,2025-11-14 04:15:23.418286583,1,1.585,03:08:DC:AB:CD:EF,PWR_03
8601871,3685.12,2025-11-14 04:15:26.531954098,1,1.59,03:08:DC:AB:CD:EF,PWR_03
8601872,3685.12,2025-11-14 04:15:29.173015900,1,1.576,03:08:DC:AB:CD:EF,PWR_03
8601873,3685.122,2025-11-14 04:15:32.151256992,1,1.577,03:08:DC:AB:CD:EF,PWR_03
8601874,3685.124,2025-11-14 04:15:35.058788698,1,1.547,03:08:DC:AB:CD:EF,PWR_03
8601875,3685.124,2025-11-14 04:15:37.878054070,1,1.544,03:08:DC:AB:CD:EF,PWR_03
8601876,3685.124,2025-11-14 04:15:40.888260691,1,1.532,03:08:DC:AB:CD:EF,PWR_03
8601877,3685.128,2025-11-14 04:15:43.814278983,1,1.539,03:08:DC:AB:CD:EF,PWR_03
8601878,3685.128,2025-11-14 04:15:46.659209350,1,1.537,03:08:DC:AB:CD:EF,PWR_03
8601879,3685.128,2025-11-14 04:15:49.598828701,1,1.553,03:08:DC:AB:CD:EF,PWR_03
8601880,3685.128,2025-11-14 04:15:52.211697625,1,1.539,03:08:DC:AB:CD:EF,PWR_03
8601881,3685.13,2025-11-14 04:15:55.167470947,1,1.548,03:08:DC:AB:CD:EF,PWR_03
8601882,3685.13,2025-11-14 04:15:58.048156190,1,1.555,03:08:DC:AB:CD:EF,PWR_03
8601883,3685.13,2025-11-14 04:16:00.897283131,1,1.553,03:08:DC:AB:CD:EF,PWR_03
8601884,3685.132,2025-11-14 04:16:03.801887539,1,1.556,03:08:DC:AB:CD:EF,PWR_03
8601885,3685.134,2025-11-14 04:16:06.594648333,1,1.59,03:08:DC:AB:CD:EF,PWR_03
8601886,3685.134,2025-11-14 04:16:09.465219343,1,1.571,03:08:DC:AB:CD:EF,PWR_03
8601887,3685.134,2025-11-14 04:16:12.352961430,1,1.559,03:08:DC:AB:CD:EF,PWR_03
8601888,3685.136,2025-11-14 04:16:14.935114040,1,1.571,03:08:DC:AB:CD:EF,PWR_03
8601889,3685.137,2025-11-14 04:16:17.950641595,1,1.558,03:08:DC:AB:CD:EF,PWR_03
8601890,3685.139,2025-11-14 04:16:20.582577091,1,1.547,03:08:DC:AB:CD:EF,PWR_03
8601891,3685.14,2025-11-14 04:16:23.769956374,1,1.569,03:08:DC:AB:CD:EF,PWR_03
8601892,3685.14,2025-11-14 04:16:26.508868417,1,1.551,03:08:DC:AB:CD:EF,PWR_03
8601893,3685.14,2025-11-14 04:16:29.478990593,1,1.557,03:08:DC:AB:CD:EF,PWR_03
8601894,3685.141,2025-11-14 04:16:32.270177918,1,1.561,03:08:DC:AB:CD:EF,PWR_03
8601895,3685.143,2025-11-14 04:16:35.290457500,1,1.56,03:08:DC:AB:CD:EF,PWR_03
8601896,3685.143,2025-11-14 04:16:38.085974316,1,1.556,03:08:DC:AB:CD:EF,PWR_03
8601897,3685.143,2025-11-14 04:16:40.742320766,1,1.544,03:08:DC:AB:CD:EF,PWR_03
8601898,3685.145,2025-11-14 04:16:43.828020864,1,1.57,03:08:DC:AB:CD:EF,PWR_03
8601899,3685.147,2025-11-14 04:16:46.626430946,1,1.556,03:08:DC:AB:CD:EF,PWR_03
8601900,3685.147,2025-11-14 04:16:49.605124651,1,1.558,03:08:DC:AB:CD:EF,PWR_03
8601901,3685.147,2025-11-14 04:16:52.358667969,1,1.536,03:08:DC:AB:CD:EF,PWR_03
8601902,3685.15,2025-11-14 04:16:55.218578551,1,1.545,03:08:DC:AB:CD:EF,PWR_03
8601903,3685.15,2025-11-14 04:16:57.894823307,1,1.555,03:08:DC:AB:CD:EF,PWR_03
8601904,3685.15,2025-11-14 04:17:00.789010972,1,1.56,03:08:DC:AB:CD:EF,PWR_03
8601905,3685.15,2025-11-14 04:17:03.862222439,1,1.542,03:08:DC:AB:CD:EF,PWR_03
8601906,3685.152,2025-11-14 04:17:06.509268204,1,1.63,03:08:DC:AB:CD:EF,PWR_03
8601907,3685.153,2025-11-14 04:17:09.444812310,1,1.63,03:08:DC:AB:CD:EF,PWR_03
8601908,3685.153,2025-11-14 04:17:12.459160687,1,1.634,03:08:DC:AB:CD:EF,PWR_03
8601909,3685.155,2025-11-14 04:17:15.149325763,1,1.648,03:08:DC:AB:CD:EF,PWR_03
8601910,3685.157,2025-11-14 04:17:17.938958942,1,1.577,03:08:DC:AB:CD:EF,PWR_03
8601911,3685.157,2025-11-14 04:17:21.047367580,1,1.542,03:08:DC:AB:CD:EF,PWR_03
8601912,3685.158,2025-11-14 04:17:23.962503756,1,1.548,03:08:DC:AB:CD:EF,PWR_03
8601913,3685.158,2025-11-14 04:17:26.602575400,1,1.541,03:08:DC:AB:CD:EF,PWR_03
8601914,3685.158,2025-11-14 04:17:29.350239453,1,1.538,03:08:DC:AB:CD:EF,PWR_03
8601915,3685.16,2025-11-14 04:17:32.356149777,1,1.544,03:08:DC:AB:CD:EF,PWR_03
8601916,3685.162,2025-11-14 04:17:35.322710171,1,1.535,03:08:DC:AB:CD:EF,PWR_03
8601917,3685.162,2025-11-14 04:17:38.109569378,1,1.54,03:08:DC:AB:CD:EF,PWR_03
8601918,3685.162,2025-11-14 04:17:40.889436349,1,1.547,03:08:DC:AB:CD:EF,PWR_03
8601919,3685.163,2025-11-14 04:17:43.814481092,1,1.539,03:08:DC:AB:CD:EF,PWR_03
8601920,3685.165,2025-11-14 04:17:46.601596481,1,1.534,03:08:DC:AB:CD:EF,PWR_03
8601921,3685.165,2025-11-14 04:17:49.669106408,1,1.532,03:08:DC:AB:CD:EF,PWR_03
8601922,3685.165,2025-11-14 04:17:52.197077356,1,1.568,03:08:DC:AB:CD:EF,PWR_03
8601923,3685.168,2025-11-14 04:17:55.038826600,1,1.534,03:08:DC:AB:CD:EF,PWR_03
8601924,3685.168,2025-11-14 04:17:58.138759372,1,1.548,03:08:DC:AB:CD:EF,PWR_03
8601925,3685.168,2025-11-14 04:18:00.949592246,1,1.529,03:08:DC:AB:CD:EF,PWR_03
8601926,3685.168,2025-11-14 04:18:03.779017242,1,1.546,03:08:DC:AB:CD:EF,PWR_03
8601927,3685.172,2025-11-14 04:18:06.409973687,1,1.541,03:08:DC:AB:CD:EF,PWR_03
8601928,3685.172,2025-11-14 04:18:09.488629653,1,1.557,03:08:DC:AB:CD:EF,PWR_03
8601929,3685.172,2025-11-14 04:18:12.171885188,1,1.54,03:08:DC:AB:CD:EF,PWR_03
8601930,3685.174,2025-11-14 04:18:15.294168400,1,1.537,03:08:DC:AB:CD:EF,PWR_03
8601931,3685.174,2025-11-14 04:18:18.235514969,1,1.541,03:08:DC:AB:CD:EF,PWR_03
8601932,3685.175,2025-11-14 04:18:21.147520048,1,1.554,03:08:DC:AB:CD:EF,PWR_03
8601933,3685.175,2025-11-14 04:18:24.081305110,1,1.533,03:08:DC:AB:CD:EF,PWR_03
8601934,3685.176,2025-11-14 04:18:26.839054051,1,1.558,03:08:DC:AB:CD:EF,PWR_03
8601935,3685.176,2025-11-14 04:18:29.596562422,1,1.548,03:08:DC:AB:CD:EF,PWR_03
8601936,3685.178,2025-11-14 04:18:32.572071785,1,1.541,03:08:DC:AB:CD:EF,PWR_03
8601937,3685.18,2025-11-14 04:18:35.538830735,1,1.525,03:08:DC:AB:CD:EF,PWR_03
8601938,3685.182,2025-11-14 04:18:38.544902426,1,1.524,03:08:DC:AB:CD:EF,PWR_03
8601939,3685.182,2025-11-14 04:18:41.210066864,1,1.55,03:08:DC:AB:CD:EF,PWR_03
8601940,3685.184,2025-11-14 04:18:44.128368660,1,1.542,03:08:DC:AB:CD:EF,PWR_03
8601941,3685.186,2025-11-14 04:18:46.917730548,1,1.573,03:08:DC:AB:CD:EF,PWR_03
8601942,3685.186,2025-11-14 04:18:49.633456960,1,1.549,03:08:DC:AB:CD:EF,PWR_03
8601943,3685.186,2025-11-14 04:18:52.780503973,1,1.571,03:08:DC:AB:CD:EF,PWR_03
8601944,3685.188,2025-11-14 04:18:55.686560447,1,1.574,03:08:DC:AB:CD:EF,PWR_03
8601945,3685.188,2025-11-14 04:18:58.388377648,1,1.599,03:08:DC:AB:CD:EF,PWR_03
8601946,3685.188,2025-11-14 04:19:01.583491592,1,1.596,03:08:DC:AB:CD:EF,PWR_03
8601947,3685.188,2025-11-14 04:19:04.257733571,1,1.586,03:08:DC:AB:CD:EF,PWR_03
8601948,3685.19,2025-11-14 04:19:07.138821934,1,1.577,03:08:DC:AB:CD:EF,PWR_03
8601949,3685.192,2025-11-14 04:19:09.787164977,1,1.551,03:08:DC:AB:CD:EF,PWR_03
8601950,3685.192,2025-11-14 04:19:12.720955283,1,1.594,03:08:DC:AB:CD:EF,PWR_03
8601951,3685.194,2025-11-14 04:19:15.671627787,1,1.587,03:08:DC:AB:CD:EF,PWR_03
8601952,3685.194,2025-11-14 04:19:18.512147582,1,1.586,03:08:DC:AB:CD:EF,PWR_03
8601953,3685.196,2025-11-14 04:19:21.167466627,1,1.619,03:08:DC:AB:CD:EF,PWR_03
8601954,3685.196,2025-11-14 04:19:24.306023808,1,1.606,03:08:DC:AB:CD:EF,PWR_03
8601955,3685.197,2025-11-14 04:19:27.326800737,1,1.546,03:08:DC:AB:CD:EF,PWR_03
8601956,3685.197,2025-11-14 04:19:30.142599607,1,1.539,03:08:DC:AB:CD:EF,PWR_03
8601957,3685.198,2025-11-14 04:19:32.669672326,1,1.534,03:08:DC:AB:CD:EF,PWR_03
8601958,3685.2,2025-11-14 04:19:35.746226379,1,1.533,03:08:DC:AB:CD:EF,PWR_03
8601959,3685.2,2025-11-14 04:19:38.563719230,1,1.548,03:08:DC:AB:CD:EF,PWR_03
8601960,3685.2,2025-11-14 04:19:41.551695312,1,1.538,03:08:DC:AB:CD:EF,PWR_03
8601961,3685.202,2025-11-14 04:19:44.411933248,1,1.539,03:08:DC:AB:CD:EF,PWR_03
8601962,3685.204,2025-11-14 04:19:47.148912638,1,1.545,03:08:DC:AB:CD:EF,PWR_03
8601963,3685.204,2025-11-14 04:19:50.032394768,1,1.548,03:08:DC:AB:CD:EF,PWR_03
8601964,3685.204,2025-11-14 04:19:52.904704966,1,1.542,03:08:DC:AB:CD:EF,PWR_03
8601965,3685.207,2025-11-14 04:19:55.579162471,1,1.546,03:08:DC:AB:CD:EF,PWR_03
8601966,3685.207,2025-11-14 04:19:58.464013549,1,1.544,03:08:DC:AB:CD:EF,PWR_03
8601967,3685.207,2025-11-14 04:20:01.426851441,1,1.543,03:08:DC:AB:CD:EF,PWR_03
8601968,3685.207,2025-11-14 04:20:04.129194297,1,1.531,03:08:DC:AB:CD:EF,PWR_03
8601969,3685.21,2025-11-14 04:20:07.105286702,1,1.542,03:08:DC:AB:CD:EF,PWR_03
8601970,3685.21,2025-11-14 04:20:10.072070598,1,1.559,03:08:DC:AB:CD:EF,PWR_03
8601971,3685.21,2025-11-14 04:20:12.994097051,1,1.535,03:08:DC:AB:CD:EF,PWR_03
8601972,3685.212,2025-11-14 04:20:16.001524329,1,1.535,03:08:DC:AB:CD:EF,PWR_03
8601973,3685.212,2025-11-14 04:20:18.915250108,1,1.547,03:08:DC:AB:CD:EF,PWR_03
8601974,3685.214,2025-11-14 04:20:21.596956571,1,1.533,03:08:DC:AB:CD:EF,PWR_03
8601975,3685.214,2025-11-14 04:20:24.679389440,1,1.538,03:08:DC:AB:CD:EF,PWR_03
8601976,3685.215,2025-11-14 04:20:27.426286626,1,1.544,03:08:DC:AB:CD:EF,PWR_03
8601977,3685.215,2025-11-14 04:20:30.149675871,1,1.538,03:08:DC:AB:CD:EF,PWR_03
8601978,3685.217,2025-11-14 04:20:33.222166919,1,1.539,03:08:DC:AB:CD:EF,PWR_03
8601979,3685.217,2025-11-14 04:20:35.958068197,1,1.544,03:08:DC:AB:CD:EF,PWR_03
8601980,3685.219,2025-11-14 04:20:38.625745308,1,1.577,03:08:DC:AB:CD:EF,PWR_03
8601981,3685.219,2025-11-14 04:20:41.610709419,1,1.561,03:08:DC:AB:CD:EF,PWR_03
8601982,3685.22,2025-11-14 04:20:44.508469349,1,1.597,03:08:DC:AB:CD:EF,PWR_03
8601983,3685.222,2025-11-14 04:20:47.455806019,1,1.599,03:08:DC:AB:CD:EF,PWR_03
8601984,3685.222,2025-11-14 04:20:50.212727610,1,1.593,03:08:DC:AB:CD:EF,PWR_03
8601985,3685.222,2025-11-14 04:20:52.919795856,1,1.622,03:08:DC:AB:CD:EF,PWR_03
8601986,3685.227,2025-11-14 04:20:55.975846274,1,1.583,03:08:DC:AB:CD:EF,PWR_03
8601987,3685.227,2025-11-14 04:20:58.539030990,1,1.578,03:08:DC:AB:CD:EF,PWR_03
8601988,3685.227,2025-11-14 04:21:01.636567654,1,1.542,03:08:DC:AB:CD:EF,PWR_03
8601989,3685.227,2025-11-14 04:21:04.232667101,1,1.547,03:08:DC:AB:CD:EF,PWR_03
8601990,3685.229,2025-11-14 04:21:07.179039393,1,1.542,03:08:DC:AB:CD:EF,PWR_03
8601991,3685.231,2025-11-14 04:21:10.029505011,1,1.538,03:08:DC:AB:CD:EF,PWR_03
8601992,3685.231,2025-11-14 04:21:13.199382877,1,1.543,03:08:DC:AB:CD:EF,PWR_03
8601993,3685.233,2025-11-14 04:21:16.094714437,1,1.531,03:08:DC:AB:CD:EF,PWR_03
8601994,3685.233,2025-11-14 04:21:19.081564758,1,1.541,03:08:DC:AB:CD:EF,PWR_03
8601995,3685.234,2025-11-14 04:21:21.824133462,1,1.587,03:08:DC:AB:CD:EF,PWR_03
8601996,3685.234,2025-11-14 04:21:24.761506578,1,1.634,03:08:DC:AB:CD:EF,PWR_03
8601997,3685.235,2025-11-14 04:21:27.657013042,1,1.603,03:08:DC:AB:CD:EF,PWR_03
8601998,3685.235,2025-11-14 04:21:30.322298399,1,1.607,03:08:DC:AB:CD:EF,PWR_03
8601999,3685.237,2025-11-14 04:21:33.507843819,1,1.536,03:08:DC:AB:CD:EF,PWR_03
8602000,3685.239,2025-11-14 04:21:36.303590309,1,1.534,03:08:DC:AB:CD:EF,PWR_03
8602001,3685.239,2025-11-14 04:21:39.334943528,1,1.544,03:08:DC:AB:CD:EF,PWR_03
8602002,3685.239,2025-11-14 04:21:41.911273422,1,1.543,03:08:DC:AB:CD:EF,PWR_03
8602003,3685.241,2025-11-14 04:21:45.069399943,1,1.543,03:08:DC:AB:CD:EF,PWR_03
8602004,3685.243,2025-11-14 04:21:47.768289304,1,1.553,03:08:DC:AB:CD:EF,PWR_03
8602005,3685.243,2025-11-14 04:21:50.538700936,1,1.549,03:08:DC:AB:CD:EF,PWR_03
8602006,3685.243,2025-11-14 04:21:53.679256371,1,1.551,03:08:DC:AB:CD:EF,PWR_03
8602007,3685.245,2025-11-14 04:21:56.378422023,1,1.544,03:08:DC:AB:CD:EF,PWR_03
8602008,3685.245,2025-11-14 04:21:59.270112083,1,1.541,03:08:DC:AB:CD:EF,PWR_03
8602009,3685.245,2025-11-14 04:22:01.993579295,1,1.535,03:08:DC:AB:CD:EF,PWR_03
8602010,3685.245,2025-11-14 04:22:04.878511211,1,1.554,03:08:DC:AB:CD:EF,PWR_03
8602011,3685.249,2025-11-14 04:22:07.645776320,1,1.551,03:08:DC:AB:CD:EF,PWR_03
8602012,3685.249,2025-11-14 04:22:10.667931820,1,1.541,03:08:DC:AB:CD:EF,PWR_03
8602013,3685.249,2025-11-14 04:22:13.676460305,1,1.532,03:08:DC:AB:CD:EF,PWR_03
8602014,3685.251,2025-11-14 04:22:16.466843864,1,1.542,03:08:DC:AB:CD:EF,PWR_03
8602015,3685.251,2025-11-14 04:22:19.392897526,1,1.558,03:08:DC:AB:CD:EF,PWR_03
8602016,3685.253,2025-11-14 04:22:22.250648834,1,1.549,03:08:DC:AB:CD:EF,PWR_03
8602017,3685.253,2025-11-14 04:22:25.073203296,1,1.539,03:08:DC:AB:CD:EF,PWR_03
8602018,3685.254,2025-11-14 04:22:27.847408778,1,1.537,03:08:DC:AB:CD:EF,PWR_03
8602019,3685.254,2025-11-14 04:22:30.518162726,1,1.598,03:08:DC:AB:CD:EF,PWR_03
8602020,3685.255,2025-11-14 04:22:33.397520615,1,1.597,03:08:DC:AB:CD:EF,PWR_03
8602021,3685.257,2025-11-14 04:22:36.402720664,1,1.576,03:08:DC:AB:CD:EF,PWR_03
8602022,3685.257,2025-11-14 04:22:39.311268283,1,1.592,03:08:DC:AB:CD:EF,PWR_03
8602023,3685.257,2025-11-14 04:22:42.025632774,1,1.612,03:08:DC:AB:CD:EF,PWR_03
8602024,3685.259,2025-11-14 04:22:44.712891293,1,1.566,03:08:DC:AB:CD:EF,PWR_03
8602025,3685.261,2025-11-14 04:22:47.676110730,1,1.548,03:08:DC:AB:CD:EF,PWR_03
8602026,3685.261,2025-11-14 04:22:50.518422255,1,1.55,03:08:DC:AB:CD:EF,PWR_03
8602027,3685.261,2025-11-14 04:22:53.320431738,1,1.546,03:08:DC:AB:CD:EF,PWR_03
8602028,3685.262,2025-11-14 04:22:56.444538321,1,1.56,03:08:DC:AB:CD:EF,PWR_03
8602029,3685.264,2025-11-14 04:22:59.124480964,1,1.551,03:08:DC:AB:CD:EF,PWR_03
8602030,3685.264,2025-11-14 04:23:02.066639557,1,1.539,03:08:DC:AB:CD:EF,PWR_03
8602031,3685.264,2025-11-14 04:23:05.100864005,1,1.59,03:08:DC:AB:CD:EF,PWR_03
8602032,3685.266,2025-11-14 04:23:07.927475995,1,1.533,03:08:DC:AB:CD:EF,PWR_03
8602033,3685.267,2025-11-14 04:23:10.854568513,1,1.559,03:08:DC:AB:CD:EF,PWR_03
8602034,3685.267,2025-11-14 04:23:13.591494853,1,1.542,03:08:DC:AB:CD:EF,PWR_03
8602035,3685.27,2025-11-14 04:23:16.609714684,1,1.538,03:08:DC:AB:CD:EF,PWR_03
8602036,3685.27,2025-11-14 04:23:19.456272852,1,1.541,03:08:DC:AB:CD:EF,PWR_03
8602037,3685.272,2025-11-14 04:23:22.108774835,1,1.544,03:08:DC:AB:CD:EF,PWR_03
8602038,3685.272,2025-11-14 04:23:25.113480559,1,1.559,03:08:DC:AB:CD:EF,PWR_03
8602039,3685.273,2025-11-14 04:23:27.883623354,1,1.604,03:08:DC:AB:CD:EF,PWR_03
8602040,3685.273,2025-11-14 04:23:30.778073158,1,1.596,03:08:DC:AB:CD:EF,PWR_03
8602041,3685.275,2025-11-14 04:23:33.886766488,1,1.597,03:08:DC:AB:CD:EF,PWR_03
8602042,3685.277,2025-11-14 04:23:36.569421921,1,1.61,03:08:DC:AB:CD:EF,PWR_03
8602043,3685.277,2025-11-14 04:23:39.499377317,1,1.545,03:08:DC:AB:CD:EF,PWR_03
8602044,3685.277,2025-11-14 04:23:42.209543985,1,1.557,03:08:DC:AB:CD:EF,PWR_03
8602045,3685.278,2025-11-14 04:23:45.126128919,1,1.561,03:08:DC:AB:CD:EF,PWR_03
8602046,3685.28,2025-11-14 04:23:47.716887138,1,1.555,03:08:DC:AB:CD:EF,PWR_03
8602047,3685.28,2025-11-14 04:23:50.924235165,1,1.563,03:08:DC:AB:CD:EF,PWR_03
8602048,3685.28,2025-11-14 04:23:53.534449652,1,1.551,03:08:DC:AB:CD:EF,PWR_03
8602049,3685.283,2025-11-14 04:23:56.523023195,1,1.565,03:08:DC:AB:CD:EF,PWR_03
8602050,3685.283,2025-11-14 04:23:59.674924074,1,1.56,03:08:DC:AB:CD:EF,PWR_03
8602051,3685.283,2025-11-14 04:24:02.514007043,1,1.553,03:08:DC:AB:CD:EF,PWR_03
8602052,3685.283,2025-11-14 04:24:05.198382779,1,1.566,03:08:DC:AB:CD:EF,PWR_03
8602053,3685.285,2025-11-14 04:24:07.943662421,1,1.571,03:08:DC:AB:CD:EF,PWR_03
8602054,3685.287,2025-11-14 04:24:10.765377852,1,1.552,03:08:DC:AB:CD:EF,PWR_03
8602055,3685.287,2025-11-14 04:24:13.690760875,1,1.545,03:08:DC:AB:CD:EF,PWR_03
8602056,3685.289,2025-11-14 04:24:16.663151774,1,1.568,03:08:DC:AB:CD:EF,PWR_03
8602057,3685.289,2025-11-14 04:24:19.403055848,1,1.595,03:08:DC:AB:CD:EF,PWR_03
8602058,3685.29,2025-11-14 04:24:22.357116783,1,1.617,03:08:DC:AB:CD:EF,PWR_03
8602059,3685.29,2025-11-14 04:24:25.149279970,1,1.588,03:08:DC:AB:CD:EF,PWR_03
8602060,3685.291,2025-11-14 04:24:28.114008951,1,1.608,03:08:DC:AB:CD:EF,PWR_03
8602061,3685.291,2025-11-14 04:24:30.933071203,1,1.562,03:08:DC:AB:CD:EF,PWR_03
8602062,3685.293,2025-11-14 04:24:33.916922416,1,1.583,03:08:DC:AB:CD:EF,PWR_03
8602063,3685.295,2025-11-14 04:24:36.716775881,1,1.544,03:08:DC:AB:CD:EF,PWR_03
8602064,3685.295,2025-11-14 04:24:39.591239359,1,1.547,03:08:DC:AB:CD:EF,PWR_03
8602065,3685.295,2025-11-14 04:24:42.522381713,1,1.578,03:08:DC:AB:CD:EF,PWR_03
8602066,3685.297,2025-11-14 04:24:45.319994380,1,1.542,03:08:DC:AB:CD:EF,PWR_03
8602067,3685.299,2025-11-14 04:24:48.030704787,1,1.542,03:08:DC:AB:CD:EF,PWR_03
8602068,3685.299,2025-11-14 04:24:51.134469891,1,1.541,03:08:DC:AB:CD:EF,PWR_03
8602069,3685.299,2025-11-14 04:24:53.975993630,1,1.54,03:08:DC:AB:CD:EF,PWR_03
8602070,3685.3,2025-11-14 04:24:56.799565918,1,1.536,03:08:DC:AB:CD:EF,PWR_03
8602071,3685.301,2025-11-14 04:24:59.830417293,1,1.544,03:08:DC:AB:CD:EF,PWR_03
8602072,3685.301,2025-11-14 04:25:02.466966058,1,1.554,03:08:DC:AB:CD:EF,PWR_03
8602073,3685.301,2025-11-14 04:25:05.538113270,1,1.549,03:08:DC:AB:CD:EF,PWR_03
8602074,3685.303,2025-11-14 04:25:08.173407133,1,1.535,03:08:DC:AB:CD:EF,PWR_03
8602075,3685.305,2025-11-14 04:25:10.950138834,1,1.541,03:08:DC:AB:CD:EF,PWR_03
8602076,3685.305,2025-11-14 04:25:14.004317803,1,1.538,03:08:DC:AB:CD:EF,PWR_03
8602077,3685.307,2025-11-14 04:25:16.836658143,1,1.538,03:08:DC:AB:CD:EF,PWR_03
8602078,3685.307,2025-11-14 04:25:19.786751683,1,1.538,03:08:DC:AB:CD:EF,PWR_03
8602079,3685.309,2025-11-14 04:25:22.653267481,1,1.553,03:08:DC:AB:CD:EF,PWR_03
8602080,3685.309,2025-11-14 04:25:25.404445979,1,1.541,03:08:DC:AB:CD:EF,PWR_03
8602081,3685.31,2025-11-14 04:25:28.335137213,1,1.575,03:08:DC:AB:CD:EF,PWR_03
8602082,3685.31,2025-11-14 04:25:31.265118657,1,1.554,03:08:DC:AB:CD:EF,PWR_03
8602083,3685.311,2025-11-14 04:25:34.312909994,1,1.614,03:08:DC:AB:CD:EF,PWR_03
